official_lang,translation_lang,original_file,original_commit,translation_file,translation_exists,translation_commit,translation_is_outdated
en,ko,docs/source/en/model_doc/bloom.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bloom.md,False,,False
en,ko,docs/source/en/model_doc/speech_to_text_2.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/speech_to_text_2.md,False,,False
en,ko,docs/source/en/model_doc/layoutxlm.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/layoutxlm.md,False,,False
en,ko,docs/source/en/model_doc/megatron-bert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/megatron-bert.md,False,,False
en,ko,docs/source/en/model_doc/xlm-prophetnet.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/xlm-prophetnet.md,False,,False
en,ko,docs/source/en/model_doc/open-llama.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/open-llama.md,False,,False
en,ko,docs/source/en/model_doc/phi.md,2024-04-15 14:10:59+02:00,docs/source/ko/model_doc/phi.md,False,,False
en,ko,docs/source/en/model_doc/auto.md,2024-03-20 15:41:03+00:00,docs/source/ko/model_doc/auto.md,False,,False
en,ko,docs/source/en/model_doc/instructblip.md,2024-06-25 15:45:39+05:00,docs/source/ko/model_doc/instructblip.md,False,,False
en,ko,docs/source/en/model_doc/qwen2_audio.md,2024-08-08 15:47:24+02:00,docs/source/ko/model_doc/qwen2_audio.md,False,,False
en,ko,docs/source/en/model_doc/mpnet.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mpnet.md,False,,False
en,ko,docs/source/en/model_doc/convnext.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/convnext.md,False,,False
en,ko,docs/source/en/model_doc/segformer.md,2024-06-10 12:35:10+01:00,docs/source/ko/model_doc/segformer.md,False,,False
en,ko,docs/source/en/model_doc/xls_r.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/xls_r.md,False,,False
en,ko,docs/source/en/model_doc/xlm-v.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/xlm-v.md,False,,False
en,ko,docs/source/en/model_doc/rembert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/rembert.md,False,,False
en,ko,docs/source/en/model_doc/qwen2_moe.md,2024-05-20 10:06:57+02:00,docs/source/ko/model_doc/qwen2_moe.md,False,,False
en,ko,docs/source/en/model_doc/seamless_m4t.md,2023-12-14 15:14:13+00:00,docs/source/ko/model_doc/seamless_m4t.md,False,,False
en,ko,docs/source/en/model_doc/imagegpt.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/imagegpt.md,False,,False
en,ko,docs/source/en/model_doc/nezha.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/nezha.md,False,,False
en,ko,docs/source/en/model_doc/audio-spectrogram-transformer.md,2024-05-16 10:56:11+01:00,docs/source/ko/model_doc/audio-spectrogram-transformer.md,False,,False
en,ko,docs/source/en/model_doc/mask2former.md,2024-05-31 16:56:17+01:00,docs/source/ko/model_doc/mask2former.md,False,,False
en,ko,docs/source/en/model_doc/patchtsmixer.md,2024-02-19 15:22:29+01:00,docs/source/ko/model_doc/patchtsmixer.md,False,,False
en,ko,docs/source/en/model_doc/gpt_bigcode.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/gpt_bigcode.md,False,,False
en,ko,docs/source/en/model_doc/nystromformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/nystromformer.md,False,,False
en,ko,docs/source/en/model_doc/glpn.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/glpn.md,False,,False
en,ko,docs/source/en/model_doc/gemma.md,2024-05-20 10:06:57+02:00,docs/source/ko/model_doc/gemma.md,False,,False
en,ko,docs/source/en/model_doc/wavlm.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/wavlm.md,False,,False
en,ko,docs/source/en/model_doc/unispeech-sat.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/unispeech-sat.md,False,,False
en,ko,docs/source/en/model_doc/dpr.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/dpr.md,False,,False
en,ko,docs/source/en/model_doc/realm.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/realm.md,False,,False
en,ko,docs/source/en/model_doc/video_llava.md,2024-09-24 03:40:56-06:00,docs/source/ko/model_doc/video_llava.md,False,,False
en,ko,docs/source/en/model_doc/mgp-str.md,2024-02-08 14:13:35-08:00,docs/source/ko/model_doc/mgp-str.md,False,,False
en,ko,docs/source/en/model_doc/mega.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/mega.md,False,,False
en,ko,docs/source/en/model_doc/codegen.md,2024-04-17 12:19:18+02:00,docs/source/ko/model_doc/codegen.md,False,,False
en,ko,docs/source/en/model_doc/cohere.md,2024-03-15 14:29:11+01:00,docs/source/ko/model_doc/cohere.md,False,,False
en,ko,docs/source/en/model_doc/granite.md,2024-08-27 21:27:21+02:00,docs/source/ko/model_doc/granite.md,False,,False
en,ko,docs/source/en/model_doc/prophetnet.md,2024-07-09 10:38:29+01:00,docs/source/ko/model_doc/prophetnet.md,False,,False
en,ko,docs/source/en/model_doc/gpt_neox.md,2024-06-26 13:56:36+01:00,docs/source/ko/model_doc/gpt_neox.md,False,,False
en,ko,docs/source/en/model_doc/fsmt.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/fsmt.md,False,,False
en,ko,docs/source/en/model_doc/mt5.md,2024-02-01 03:53:49+01:00,docs/source/ko/model_doc/mt5.md,False,,False
en,ko,docs/source/en/model_doc/hiera.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/hiera.md,False,,False
en,ko,docs/source/en/model_doc/convbert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/convbert.md,False,,False
en,ko,docs/source/en/model_doc/sam.md,2024-08-12 20:20:17+01:00,docs/source/ko/model_doc/sam.md,False,,False
en,ko,docs/source/en/model_doc/falcon.md,2023-09-04 17:18:34+01:00,docs/source/ko/model_doc/falcon.md,False,,False
en,ko,docs/source/en/model_doc/barthez.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/barthez.md,False,,False
en,ko,docs/source/en/model_doc/luke.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/luke.md,False,,False
en,ko,docs/source/en/model_doc/focalnet.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/focalnet.md,False,,False
en,ko,docs/source/en/model_doc/ernie.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/ernie.md,False,,False
en,ko,docs/source/en/model_doc/clip.md,2024-07-18 10:30:37+05:30,docs/source/ko/model_doc/clip.md,False,,False
en,ko,docs/source/en/model_doc/rt_detr.md,2024-07-10 16:34:53+01:00,docs/source/ko/model_doc/rt_detr.md,False,,False
en,ko,docs/source/en/model_doc/idefics2.md,2024-05-21 19:38:02+02:00,docs/source/ko/model_doc/idefics2.md,False,,False
en,ko,docs/source/en/model_doc/informer.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/informer.md,False,,False
en,ko,docs/source/en/model_doc/herbert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/herbert.md,False,,False
en,ko,docs/source/en/model_doc/encodec.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/encodec.md,False,,False
en,ko,docs/source/en/model_doc/blip-2.md,2024-08-27 18:50:27+01:00,docs/source/ko/model_doc/blip-2.md,False,,False
en,ko,docs/source/en/model_doc/bert.md,2024-04-26 16:23:44+01:00,docs/source/ko/model_doc/bert.md,False,,False
en,ko,docs/source/en/model_doc/umt5.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/umt5.md,False,,False
en,ko,docs/source/en/model_doc/udop.md,2024-04-10 16:02:50+02:00,docs/source/ko/model_doc/udop.md,False,,False
en,ko,docs/source/en/model_doc/llama3.md,2024-09-12 11:24:56+02:00,docs/source/ko/model_doc/llama3.md,False,,False
en,ko,docs/source/en/model_doc/bert-japanese.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bert-japanese.md,False,,False
en,ko,docs/source/en/model_doc/align.md,2024-09-24 21:28:19-04:00,docs/source/ko/model_doc/align.md,False,,False
en,ko,docs/source/en/model_doc/dialogpt.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/dialogpt.md,False,,False
en,ko,docs/source/en/model_doc/regnet.md,2023-11-06 19:45:03+00:00,docs/source/ko/model_doc/regnet.md,False,,False
en,ko,docs/source/en/model_doc/depth_anything.md,2024-07-05 19:28:41+01:00,docs/source/ko/model_doc/depth_anything.md,False,,False
en,ko,docs/source/en/model_doc/yolos.md,2024-05-16 10:56:11+01:00,docs/source/ko/model_doc/yolos.md,False,,False
en,ko,docs/source/en/model_doc/mistral.md,2024-05-23 17:48:49+01:00,docs/source/ko/model_doc/mistral.md,False,,False
en,ko,docs/source/en/model_doc/swin2sr.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/swin2sr.md,False,,False
en,ko,docs/source/en/model_doc/flava.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/flava.md,False,,False
en,ko,docs/source/en/model_doc/dinat.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/dinat.md,False,,False
en,ko,docs/source/en/model_doc/wav2vec2-conformer.md,2024-06-05 11:56:11+01:00,docs/source/ko/model_doc/wav2vec2-conformer.md,False,,False
en,ko,docs/source/en/model_doc/markuplm.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/markuplm.md,False,,False
en,ko,docs/source/en/model_doc/beit.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/beit.md,False,,False
en,ko,docs/source/en/model_doc/roc_bert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/roc_bert.md,False,,False
en,ko,docs/source/en/model_doc/swiftformer.md,2024-04-19 18:31:43+01:00,docs/source/ko/model_doc/swiftformer.md,False,,False
en,ko,docs/source/en/model_doc/seamless_m4t_v2.md,2023-12-14 15:14:13+00:00,docs/source/ko/model_doc/seamless_m4t_v2.md,False,,False
en,ko,docs/source/en/model_doc/vit_msn.md,2024-05-16 10:56:11+01:00,docs/source/ko/model_doc/vit_msn.md,False,,False
en,ko,docs/source/en/model_doc/olmoe.md,2024-09-05 15:49:28+02:00,docs/source/ko/model_doc/olmoe.md,False,,False
en,ko,docs/source/en/model_doc/oneformer.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/oneformer.md,False,,False
en,ko,docs/source/en/model_doc/sew.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/sew.md,False,,False
en,ko,docs/source/en/model_doc/altclip.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/altclip.md,False,,False
en,ko,docs/source/en/model_doc/paligemma.md,2024-09-27 11:23:14+02:00,docs/source/ko/model_doc/paligemma.md,False,,False
en,ko,docs/source/en/model_doc/encoder-decoder.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/encoder-decoder.md,False,,False
en,ko,docs/source/en/model_doc/siglip.md,2024-09-27 10:33:55+02:00,docs/source/ko/model_doc/siglip.md,False,,False
en,ko,docs/source/en/model_doc/plbart.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/plbart.md,False,,False
en,ko,docs/source/en/model_doc/t5.md,2024-04-15 14:10:59+02:00,docs/source/ko/model_doc/t5.md,False,,False
en,ko,docs/source/en/model_doc/gpt2.md,2024-06-19 09:40:57+02:00,docs/source/ko/model_doc/gpt2.md,False,,False
en,ko,docs/source/en/model_doc/llava_onevision.md,2024-09-24 03:40:56-06:00,docs/source/ko/model_doc/llava_onevision.md,False,,False
en,ko,docs/source/en/model_doc/bros.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bros.md,False,,False
en,ko,docs/source/en/model_doc/roberta.md,2024-07-22 10:08:27-07:00,docs/source/ko/model_doc/roberta.md,False,,False
en,ko,docs/source/en/model_doc/swinv2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/swinv2.md,False,,False
en,ko,docs/source/en/model_doc/led.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/led.md,False,,False
en,ko,docs/source/en/model_doc/phi3.md,2024-05-02 15:30:21+02:00,docs/source/ko/model_doc/phi3.md,False,,False
en,ko,docs/source/en/model_doc/upernet.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/upernet.md,False,,False
en,ko,docs/source/en/model_doc/blenderbot.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/blenderbot.md,False,,False
en,ko,docs/source/en/model_doc/splinter.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/splinter.md,False,,False
en,ko,docs/source/en/model_doc/sew-d.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/sew-d.md,False,,False
en,ko,docs/source/en/model_doc/tapas.md,2023-11-06 19:45:03+00:00,docs/source/ko/model_doc/tapas.md,False,,False
en,ko,docs/source/en/model_doc/lxmert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/lxmert.md,False,,False
en,ko,docs/source/en/model_doc/dpt.md,2023-11-23 17:44:08+00:00,docs/source/ko/model_doc/dpt.md,False,,False
en,ko,docs/source/en/model_doc/canine.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/canine.md,False,,False
en,ko,docs/source/en/model_doc/vipllava.md,2024-07-19 10:08:56+05:00,docs/source/ko/model_doc/vipllava.md,False,,False
en,ko,docs/source/en/model_doc/nllb.md,2024-09-25 18:04:42+01:00,docs/source/ko/model_doc/nllb.md,False,,False
en,ko,docs/source/en/model_doc/deit.md,2024-05-16 10:56:11+01:00,docs/source/ko/model_doc/deit.md,False,,False
en,ko,docs/source/en/model_doc/pegasus_x.md,2024-02-08 14:13:35-08:00,docs/source/ko/model_doc/pegasus_x.md,False,,False
en,ko,docs/source/en/model_doc/wav2vec2-bert.md,2024-01-18 13:37:34+00:00,docs/source/ko/model_doc/wav2vec2-bert.md,False,,False
en,ko,docs/source/en/model_doc/roformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/roformer.md,False,,False
en,ko,docs/source/en/model_doc/omdet-turbo.md,2024-09-26 12:18:23-04:00,docs/source/ko/model_doc/omdet-turbo.md,False,,False
en,ko,docs/source/en/model_doc/owlvit.md,2023-12-11 18:03:42+00:00,docs/source/ko/model_doc/owlvit.md,False,,False
en,ko,docs/source/en/model_doc/granitemoe.md,2024-09-21 01:43:50+02:00,docs/source/ko/model_doc/granitemoe.md,False,,False
en,ko,docs/source/en/model_doc/rwkv.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/rwkv.md,False,,False
en,ko,docs/source/en/model_doc/dbrx.md,2024-05-27 14:57:43+02:00,docs/source/ko/model_doc/dbrx.md,False,,False
en,ko,docs/source/en/model_doc/byt5.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/byt5.md,False,,False
en,ko,docs/source/en/model_doc/qwen2_vl.md,2024-09-12 18:24:04+02:00,docs/source/ko/model_doc/qwen2_vl.md,False,,False
en,ko,docs/source/en/model_doc/superpoint.md,2024-05-28 13:22:06+02:00,docs/source/ko/model_doc/superpoint.md,False,,False
en,ko,docs/source/en/model_doc/flan-t5.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/flan-t5.md,False,,False
en,ko,docs/source/en/model_doc/ctrl.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/ctrl.md,False,,False
en,ko,docs/source/en/model_doc/git.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/git.md,False,,False
en,ko,docs/source/en/model_doc/clap.md,2023-11-06 19:45:03+00:00,docs/source/ko/model_doc/clap.md,False,,False
en,ko,docs/source/en/model_doc/clvp.md,2023-11-10 13:49:10+00:00,docs/source/ko/model_doc/clvp.md,False,,False
en,ko,docs/source/en/model_doc/recurrent_gemma.md,2024-04-15 18:30:59+02:00,docs/source/ko/model_doc/recurrent_gemma.md,False,,False
en,ko,docs/source/en/model_doc/detr.md,2024-09-02 17:19:18+02:00,docs/source/ko/model_doc/detr.md,False,,False
en,ko,docs/source/en/model_doc/xlnet.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/xlnet.md,False,,False
en,ko,docs/source/en/model_doc/esm.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/esm.md,False,,False
en,ko,docs/source/en/model_doc/pvt.md,2024-02-08 14:13:35-08:00,docs/source/ko/model_doc/pvt.md,False,,False
en,ko,docs/source/en/model_doc/reformer.md,2024-02-02 08:45:00+01:00,docs/source/ko/model_doc/reformer.md,False,,False
en,ko,docs/source/en/model_doc/camembert.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/camembert.md,False,,False
en,ko,docs/source/en/model_doc/gpt_neox_japanese.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/gpt_neox_japanese.md,False,,False
en,ko,docs/source/en/model_doc/mra.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mra.md,False,,False
en,ko,docs/source/en/model_doc/pop2piano.md,2024-02-12 10:48:31-08:00,docs/source/ko/model_doc/pop2piano.md,False,,False
en,ko,docs/source/en/model_doc/falcon_mamba.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/falcon_mamba.md,False,,False
en,ko,docs/source/en/model_doc/convnextv2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/convnextv2.md,False,,False
en,ko,docs/source/en/model_doc/donut.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/donut.md,False,,False
en,ko,docs/source/en/model_doc/mluke.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mluke.md,False,,False
en,ko,docs/source/en/model_doc/qdqbert.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/qdqbert.md,False,,False
en,ko,docs/source/en/model_doc/bert-generation.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/bert-generation.md,False,,False
en,ko,docs/source/en/model_doc/transfo-xl.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/transfo-xl.md,False,,False
en,ko,docs/source/en/model_doc/deta.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/deta.md,False,,False
en,ko,docs/source/en/model_doc/starcoder2.md,2024-05-20 10:06:57+02:00,docs/source/ko/model_doc/starcoder2.md,False,,False
en,ko,docs/source/en/model_doc/electra.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/electra.md,False,,False
en,ko,docs/source/en/model_doc/roberta-prelayernorm.md,2023-11-06 19:45:03+00:00,docs/source/ko/model_doc/roberta-prelayernorm.md,False,,False
en,ko,docs/source/en/model_doc/mobilevitv2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mobilevitv2.md,False,,False
en,ko,docs/source/en/model_doc/grounding-dino.md,2024-07-25 19:20:47+01:00,docs/source/ko/model_doc/grounding-dino.md,False,,False
en,ko,docs/source/en/model_doc/marian.md,2024-07-22 14:14:47+01:00,docs/source/ko/model_doc/marian.md,False,,False
en,ko,docs/source/en/model_doc/vision-text-dual-encoder.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/vision-text-dual-encoder.md,False,,False
en,ko,docs/source/en/model_doc/nllb-moe.md,2023-11-06 19:45:03+00:00,docs/source/ko/model_doc/nllb-moe.md,False,,False
en,ko,docs/source/en/model_doc/gptsan-japanese.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/gptsan-japanese.md,False,,False
en,ko,docs/source/en/model_doc/nat.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/nat.md,False,,False
en,ko,docs/source/en/model_doc/pixtral.md,2024-09-25 13:53:12+02:00,docs/source/ko/model_doc/pixtral.md,False,,False
en,ko,docs/source/en/model_doc/depth_anything_v2.md,2024-07-05 19:28:41+01:00,docs/source/ko/model_doc/depth_anything_v2.md,False,,False
en,ko,docs/source/en/model_doc/albert.md,2024-09-03 14:01:00+01:00,docs/source/ko/model_doc/albert.md,False,,False
en,ko,docs/source/en/model_doc/vitdet.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/vitdet.md,False,,False
en,ko,docs/source/en/model_doc/speech_to_text.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/speech_to_text.md,False,,False
en,ko,docs/source/en/model_doc/autoformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/autoformer.md,False,,False
en,ko,docs/source/en/model_doc/clipseg.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/clipseg.md,False,,False
en,ko,docs/source/en/model_doc/conditional_detr.md,2024-05-08 11:42:07+01:00,docs/source/ko/model_doc/conditional_detr.md,False,,False
en,ko,docs/source/en/model_doc/visual_bert.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/visual_bert.md,False,,False
en,ko,docs/source/en/model_doc/bigbird_pegasus.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bigbird_pegasus.md,False,,False
en,ko,docs/source/en/model_doc/efficientnet.md,2023-06-20 18:07:47-04:00,docs/source/ko/model_doc/efficientnet.md,False,,False
en,ko,docs/source/en/model_doc/flan-ul2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/flan-ul2.md,False,,False
en,ko,docs/source/en/model_doc/nougat.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/nougat.md,False,,False
en,ko,docs/source/en/model_doc/llava.md,2024-07-19 10:08:56+05:00,docs/source/ko/model_doc/llava.md,False,,False
en,ko,docs/source/en/model_doc/megatron_gpt2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/megatron_gpt2.md,False,,False
en,ko,docs/source/en/model_doc/nemotron.md,2024-08-06 15:42:05+02:00,docs/source/ko/model_doc/nemotron.md,False,,False
en,ko,docs/source/en/model_doc/opt.md,2023-12-09 05:38:14+09:00,docs/source/ko/model_doc/opt.md,False,,False
en,ko,docs/source/en/model_doc/t5v1.1.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/t5v1.1.md,False,,False
en,ko,docs/source/en/model_doc/vit_mae.md,2024-05-16 10:56:11+01:00,docs/source/ko/model_doc/vit_mae.md,False,,False
en,ko,docs/source/en/model_doc/ibert.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/ibert.md,False,,False
en,ko,docs/source/en/model_doc/decision_transformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/decision_transformer.md,False,,False
en,ko,docs/source/en/model_doc/pegasus.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/pegasus.md,False,,False
en,ko,docs/source/en/model_doc/poolformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/poolformer.md,False,,False
en,ko,docs/source/en/model_doc/chameleon.md,2024-09-26 10:18:07-04:00,docs/source/ko/model_doc/chameleon.md,False,,False
en,ko,docs/source/en/model_doc/yoso.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/yoso.md,False,,False
en,ko,docs/source/en/model_doc/trajectory_transformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/trajectory_transformer.md,False,,False
en,ko,docs/source/en/model_doc/stablelm.md,2024-05-20 10:06:57+02:00,docs/source/ko/model_doc/stablelm.md,False,,False
en,ko,docs/source/en/model_doc/bertweet.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bertweet.md,False,,False
en,ko,docs/source/en/model_doc/bridgetower.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bridgetower.md,False,,False
en,ko,docs/source/en/model_doc/bart.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/bart.md,False,,False
en,ko,docs/source/en/model_doc/dac.md,2024-08-19 10:21:51+01:00,docs/source/ko/model_doc/dac.md,False,,False
en,ko,docs/source/en/model_doc/tapex.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/tapex.md,False,,False
en,ko,docs/source/en/model_doc/efficientformer.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/efficientformer.md,False,,False
en,ko,docs/source/en/model_doc/madlad-400.md,2023-11-28 13:19:50+00:00,docs/source/ko/model_doc/madlad-400.md,False,,False
en,ko,docs/source/en/model_doc/mamba.md,2024-03-11 09:46:24+01:00,docs/source/ko/model_doc/mamba.md,False,,False
en,ko,docs/source/en/model_doc/cvt.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/cvt.md,False,,False
en,ko,docs/source/en/model_doc/dinov2.md,2024-08-19 09:28:13+01:00,docs/source/ko/model_doc/dinov2.md,False,,False
en,ko,docs/source/en/model_doc/univnet.md,2023-11-22 17:21:36+01:00,docs/source/ko/model_doc/univnet.md,False,,False
en,ko,docs/source/en/model_doc/jukebox.md,2024-05-28 18:07:07+01:00,docs/source/ko/model_doc/jukebox.md,False,,False
en,ko,docs/source/en/model_doc/musicgen.md,2024-02-12 10:48:31-08:00,docs/source/ko/model_doc/musicgen.md,False,,False
en,ko,docs/source/en/model_doc/swin.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/swin.md,False,,False
en,ko,docs/source/en/model_doc/perceiver.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/perceiver.md,False,,False
en,ko,docs/source/en/model_doc/xmod.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/xmod.md,False,,False
en,ko,docs/source/en/model_doc/distilbert.md,2024-02-16 08:16:58+01:00,docs/source/ko/model_doc/distilbert.md,False,,False
en,ko,docs/source/en/model_doc/openai-gpt.md,2024-09-09 10:47:24+02:00,docs/source/ko/model_doc/openai-gpt.md,False,,False
en,ko,docs/source/en/model_doc/levit.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/levit.md,False,,False
en,ko,docs/source/en/model_doc/mobilenet_v2.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mobilenet_v2.md,False,,False
en,ko,docs/source/en/model_doc/musicgen_melody.md,2024-03-18 13:06:12+00:00,docs/source/ko/model_doc/musicgen_melody.md,False,,False
en,ko,docs/source/en/model_doc/gptj.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/gptj.md,False,,False
en,ko,docs/source/en/model_doc/mobilevit.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/mobilevit.md,False,,False
en,ko,docs/source/en/model_doc/xlm.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/xlm.md,False,,False
en,ko,docs/source/en/model_doc/longt5.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/longt5.md,False,,False
en,ko,docs/source/en/model_doc/cpm.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/cpm.md,False,,False
en,ko,docs/source/en/model_doc/patchtst.md,2024-02-19 15:22:29+01:00,docs/source/ko/model_doc/patchtst.md,False,,False
en,ko,docs/source/en/model_doc/longformer.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/longformer.md,False,,False
en,ko,docs/source/en/model_doc/groupvit.md,2023-11-03 10:57:03-04:00,docs/source/ko/model_doc/groupvit.md,False,,False
en,ko,docs/source/en/model_doc/pix2struct.md,2024-02-26 08:42:24-08:00,docs/source/ko/model_doc/pix2struct.md,False,,False
en,ko,docs/source/en/model_doc/mamba2.md,2024-08-26 17:49:44+02:00,docs/source/ko/model_doc/mamba2.md,False,,False
en,ko,docs/source/en/internal/modeling_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/modeling_utils.md,False,,False
en,ko,docs/source/en/internal/file_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/file_utils.md,False,,False
en,ko,docs/source/en/internal/audio_utils.md,2023-06-20 18:07:47-04:00,docs/source/ko/internal/audio_utils.md,False,,False
en,ko,docs/source/en/internal/generation_utils.md,2024-08-29 11:51:09+02:00,docs/source/ko/internal/generation_utils.md,False,,False
